,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
216,316,yeast_ml8,1,94,active,ARFF,2383.0,2.0,34.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0
217,327,bridges,3,2,active,ARFF,44.0,54.0,10.0,6.0,12.0,105.0,35.0,61.0,3.0,9.0
218,328,bridges,4,2,active,ARFF,44.0,54.0,10.0,6.0,12.0,105.0,35.0,61.0,0.0,12.0
219,329,hayes-roth,1,2,active,ARFF,65.0,3.0,31.0,3.0,5.0,160.0,0.0,0.0,4.0,1.0
220,333,monks-problems-1,1,2,active,ARFF,278.0,4.0,278.0,2.0,7.0,556.0,0.0,0.0,0.0,7.0
221,334,monks-problems-2,1,2,active,ARFF,395.0,4.0,206.0,2.0,7.0,601.0,0.0,0.0,0.0,7.0
222,335,monks-problems-3,1,2,active,ARFF,288.0,4.0,266.0,2.0,7.0,554.0,0.0,0.0,0.0,7.0
223,336,SPECT,1,2,active,ARFF,212.0,2.0,55.0,2.0,23.0,267.0,0.0,0.0,0.0,23.0
224,337,SPECTF,1,2,active,ARFF,254.0,2.0,95.0,2.0,45.0,349.0,0.0,0.0,44.0,1.0
225,338,grub-damage,1,2,active,ARFF,49.0,21.0,19.0,4.0,9.0,155.0,0.0,0.0,2.0,7.0
226,339,pasture,1,2,active,ARFF,12.0,4.0,12.0,3.0,23.0,36.0,0.0,0.0,21.0,2.0
227,340,squash-stored,1,2,active,ARFF,23.0,22.0,8.0,3.0,25.0,52.0,2.0,7.0,21.0,4.0
228,342,squash-unstored,1,2,active,ARFF,24.0,22.0,4.0,3.0,24.0,52.0,9.0,39.0,20.0,4.0
229,343,white-clover,1,2,active,ARFF,38.0,7.0,1.0,4.0,32.0,63.0,0.0,0.0,27.0,5.0
230,344,mv,1,2,active,ARFF,,3.0,,0.0,11.0,40768.0,0.0,0.0,8.0,3.0
231,346,aids,1,2,active,ARFF,25.0,5.0,25.0,2.0,5.0,50.0,0.0,0.0,2.0,3.0
232,350,webdata_wXa,1,167,active,Sparse_ARFF,28100.0,2.0,8874.0,2.0,124.0,36974.0,0.0,0.0,123.0,1.0
233,351,codrna,1,167,active,Sparse_ARFF,325710.0,2.0,162855.0,2.0,9.0,488565.0,0.0,0.0,8.0,1.0
234,354,poker,1,167,active,Sparse_ARFF,513702.0,2.0,511308.0,2.0,11.0,1025010.0,0.0,0.0,10.0,1.0
235,357,vehicle_sensIT,1,167,active,Sparse_ARFF,49264.0,2.0,49264.0,2.0,101.0,98528.0,0.0,0.0,100.0,1.0
236,372,internet_usage,1,2,active,ARFF,2878.0,10108.0,6.0,46.0,72.0,10108.0,2699.0,2699.0,0.0,72.0
237,373,UNIX_user_data,1,2,active,ARFF,2425.0,9.0,484.0,9.0,3.0,9100.0,0.0,0.0,1.0,1.0
238,374,SyskillWebert-BioMedical,1,2,active,ARFF,96.0,3.0,3.0,3.0,3.0,131.0,0.0,0.0,0.0,1.0
239,375,JapaneseVowels,1,2,active,ARFF,1614.0,9.0,782.0,9.0,15.0,9961.0,0.0,0.0,14.0,1.0
240,376,SyskillWebert-Sheep,1,2,active,ARFF,51.0,2.0,14.0,2.0,3.0,65.0,0.0,0.0,0.0,1.0
241,377,synthetic_control,1,2,active,ARFF,100.0,6.0,100.0,6.0,61.0,600.0,0.0,0.0,60.0,1.0
242,378,ipums_la_99-small,1,2,active,ARFF,5803.0,3890.0,197.0,7.0,61.0,8844.0,8844.0,51515.0,0.0,61.0
243,379,SyskillWebert-Goats,1,2,active,ARFF,37.0,3.0,1.0,3.0,3.0,70.0,0.0,0.0,0.0,1.0
244,380,SyskillWebert-Bands,1,2,active,ARFF,39.0,3.0,7.0,3.0,3.0,61.0,0.0,0.0,0.0,1.0
245,381,ipums_la_98-small,1,2,active,ARFF,4802.0,3594.0,71.0,7.0,61.0,7485.0,7485.0,52048.0,0.0,61.0
246,382,ipums_la_97-small,1,2,active,ARFF,1938.0,488.0,258.0,8.0,61.0,7019.0,7019.0,48089.0,0.0,61.0
247,383,tr45.wc,1,2,active,Sparse_ARFF,160.0,10.0,14.0,10.0,8262.0,690.0,0.0,0.0,8261.0,1.0
248,384,tr21.wc,1,2,active,Sparse_ARFF,231.0,6.0,4.0,6.0,7903.0,336.0,0.0,0.0,7902.0,1.0
249,385,tr31.wc,1,2,active,Sparse_ARFF,352.0,7.0,2.0,7.0,10129.0,927.0,0.0,0.0,10128.0,1.0
250,386,oh15.wc,1,2,active,Sparse_ARFF,157.0,10.0,53.0,10.0,3101.0,913.0,0.0,0.0,3100.0,1.0
251,387,tr11.wc,1,2,active,Sparse_ARFF,132.0,9.0,6.0,9.0,6430.0,414.0,0.0,0.0,6429.0,1.0
252,388,tr23.wc,1,2,active,Sparse_ARFF,91.0,6.0,6.0,6.0,5833.0,204.0,0.0,0.0,5832.0,1.0
253,389,fbis.wc,1,2,active,Sparse_ARFF,506.0,17.0,38.0,17.0,2001.0,2463.0,0.0,0.0,2000.0,1.0
254,390,new3s.wc,1,2,active,Sparse_ARFF,696.0,44.0,104.0,44.0,26833.0,9558.0,0.0,0.0,26832.0,1.0
255,391,re0.wc,1,2,active,Sparse_ARFF,608.0,13.0,11.0,13.0,2887.0,1504.0,0.0,0.0,2886.0,1.0
256,392,oh0.wc,1,2,active,Sparse_ARFF,194.0,10.0,51.0,10.0,3183.0,1003.0,0.0,0.0,3182.0,1.0
257,393,la2s.wc,1,2,active,Sparse_ARFF,905.0,6.0,248.0,6.0,12433.0,3075.0,0.0,0.0,12432.0,1.0
258,394,oh5.wc,1,2,active,Sparse_ARFF,149.0,10.0,59.0,10.0,3013.0,918.0,0.0,0.0,3012.0,1.0
259,395,re1.wc,1,2,active,Sparse_ARFF,371.0,25.0,10.0,25.0,3759.0,1657.0,0.0,0.0,3758.0,1.0
260,396,la1s.wc,1,2,active,Sparse_ARFF,943.0,6.0,273.0,6.0,13196.0,3204.0,0.0,0.0,13195.0,1.0
261,397,tr12.wc,1,2,active,Sparse_ARFF,93.0,8.0,9.0,8.0,5805.0,313.0,0.0,0.0,5804.0,1.0
262,398,wap.wc,1,2,active,Sparse_ARFF,341.0,20.0,5.0,20.0,8461.0,1560.0,0.0,0.0,8460.0,1.0
263,399,ohscal.wc,1,2,active,Sparse_ARFF,1621.0,10.0,709.0,10.0,11466.0,11162.0,0.0,0.0,11465.0,1.0
264,400,tr41.wc,1,2,active,Sparse_ARFF,243.0,10.0,9.0,10.0,7455.0,878.0,0.0,0.0,7454.0,1.0
265,401,oh10.wc,1,2,active,Sparse_ARFF,165.0,10.0,52.0,10.0,3239.0,1050.0,0.0,0.0,3238.0,1.0
266,402,yokohoma2,1,2,active,ARFF,,,,0.0,1143.0,12.0,0.0,0.0,1143.0,0.0
267,403,heyl,1,2,active,ARFF,,,,0.0,1143.0,11.0,0.0,0.0,1143.0,0.0
268,404,yokohoma1,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
269,405,mtp,1,2,active,ARFF,,,,0.0,203.0,4450.0,0.0,0.0,203.0,0.0
270,406,qsbr_y2,1,2,active,ARFF,,,,0.0,10.0,25.0,0.0,0.0,10.0,0.0
271,407,krystek,1,2,active,ARFF,,,,0.0,1143.0,30.0,0.0,0.0,1143.0,0.0
272,408,depreux,1,2,active,ARFF,,,,0.0,1143.0,26.0,0.0,0.0,1143.0,0.0
273,409,pdgfr,1,2,active,ARFF,,,,0.0,321.0,79.0,0.0,0.0,321.0,0.0
274,410,carbolenes,1,2,active,ARFF,,,,0.0,1143.0,37.0,0.0,0.0,1143.0,0.0
275,411,garrat2,1,2,active,ARFF,,,,0.0,1143.0,14.0,0.0,0.0,1143.0,0.0
276,412,Phen,1,2,active,ARFF,,,,0.0,111.0,22.0,0.0,0.0,111.0,0.0
277,413,siddiqi,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0
278,414,lewis,1,2,active,ARFF,,,,0.0,1143.0,7.0,0.0,0.0,1143.0,0.0
279,415,thompson,1,2,active,ARFF,,,,0.0,1143.0,8.0,0.0,0.0,1143.0,0.0
280,416,yprop_4_1,1,2,active,ARFF,,,,0.0,252.0,8885.0,0.0,0.0,252.0,0.0
281,417,tsutumi,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
282,418,strupcz,1,2,active,ARFF,,,,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0
283,419,PHENETYL1,1,2,active,ARFF,,,,0.0,629.0,22.0,0.0,0.0,629.0,0.0
284,420,cristalli,1,2,active,ARFF,,,,0.0,1143.0,32.0,0.0,0.0,1143.0,0.0
285,421,selwood,1,2,active,ARFF,,,,0.0,54.0,31.0,0.0,0.0,54.0,0.0
286,422,topo_2_1,1,2,active,ARFF,,,,0.0,267.0,8885.0,0.0,0.0,267.0,0.0
287,423,svensson,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
288,424,pah,1,2,active,ARFF,,,,0.0,113.0,80.0,0.0,0.0,113.0,0.0
289,425,penning,1,2,active,ARFF,,,,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0
290,426,qsfsr1,1,2,active,ARFF,,,,0.0,10.0,20.0,0.0,0.0,10.0,0.0
291,427,qsfrdhla,1,2,active,ARFF,,,,0.0,34.0,16.0,0.0,0.0,34.0,0.0
292,428,qsprcmpx,1,2,active,ARFF,,,,0.0,40.0,22.0,0.0,0.0,40.0,0.0
293,429,qsfsr2,1,2,active,ARFF,,,,0.0,10.0,19.0,0.0,0.0,10.0,0.0
294,430,mtp2,1,2,active,ARFF,,,,0.0,1143.0,274.0,0.0,0.0,1143.0,0.0
295,431,qsbralks,1,2,active,ARFF,,,,0.0,22.0,13.0,0.0,0.0,22.0,0.0
296,432,stevenson,1,2,active,ARFF,,,,0.0,1143.0,5.0,0.0,0.0,1143.0,0.0
297,433,qsartox,1,2,active,ARFF,,,,0.0,24.0,16.0,0.0,0.0,24.0,0.0
298,434,benzo32,1,2,active,ARFF,,,,0.0,33.0,195.0,0.0,0.0,33.0,0.0
299,435,uehling,1,2,active,ARFF,,,,0.0,1143.0,9.0,0.0,0.0,1143.0,0.0
300,436,rosowky,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0
301,437,garrat,1,2,active,ARFF,,,,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0
302,438,doherty,1,2,active,ARFF,,,,0.0,1143.0,6.0,0.0,0.0,1143.0,0.0
303,439,chang,1,2,active,ARFF,,,,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0
304,440,qsabr2,1,2,active,ARFF,,,,0.0,10.0,15.0,0.0,0.0,10.0,0.0
305,441,qsabr1,1,2,active,ARFF,,,,0.0,10.0,15.0,0.0,0.0,10.0,0.0
306,442,qsbr_rw1,1,2,active,ARFF,,,,0.0,51.0,14.0,0.0,0.0,51.0,0.0
307,443,analcatdata_broadway,1,2,active,ARFF,68.0,7.0,1.0,5.0,8.0,95.0,6.0,9.0,3.0,5.0
308,444,analcatdata_boxing2,1,2,active,ARFF,71.0,12.0,61.0,2.0,4.0,132.0,0.0,0.0,0.0,4.0
309,446,prnn_crabs,1,2,active,ARFF,100.0,2.0,100.0,2.0,8.0,200.0,0.0,0.0,6.0,2.0
310,448,analcatdata_boxing1,1,2,active,ARFF,78.0,12.0,42.0,2.0,4.0,120.0,0.0,0.0,0.0,4.0
311,449,analcatdata_homerun,1,2,active,ARFF,101.0,7.0,1.0,5.0,27.0,163.0,1.0,9.0,12.0,15.0
312,450,analcatdata_lawsuit,1,2,active,ARFF,245.0,2.0,19.0,2.0,5.0,264.0,0.0,0.0,3.0,2.0
313,451,irish,1,2,active,ARFF,278.0,10.0,222.0,2.0,6.0,500.0,32.0,32.0,2.0,4.0
314,452,analcatdata_broadwaymult,1,2,active,ARFF,118.0,95.0,21.0,7.0,8.0,285.0,18.0,27.0,3.0,5.0
315,453,analcatdata_bondrate,1,2,active,ARFF,33.0,10.0,1.0,5.0,11.0,57.0,1.0,1.0,4.0,7.0
316,454,analcatdata_halloffame,1,2,active,ARFF,1215.0,7.0,57.0,3.0,17.0,1340.0,20.0,20.0,15.0,2.0
317,455,cars,1,2,active,ARFF,254.0,5.0,73.0,3.0,8.0,406.0,14.0,14.0,6.0,2.0
318,456,analcatdata_birthday,1,2,active,ARFF,,31.0,,0.0,4.0,365.0,30.0,30.0,1.0,3.0
319,457,prnn_cushings,1,2,active,ARFF,12.0,4.0,2.0,4.0,3.0,27.0,0.0,0.0,2.0,1.0
320,458,analcatdata_authorship,1,2,active,ARFF,317.0,4.0,55.0,4.0,71.0,841.0,0.0,0.0,70.0,1.0
321,459,analcatdata_asbestos,1,2,active,ARFF,46.0,3.0,37.0,2.0,4.0,83.0,0.0,0.0,1.0,3.0
322,460,analcatdata_reviewer,1,2,active,ARFF,141.0,3.0,54.0,4.0,8.0,379.0,365.0,1418.0,0.0,8.0
323,461,analcatdata_creditscore,1,2,active,ARFF,73.0,6.0,27.0,2.0,7.0,100.0,0.0,0.0,3.0,4.0
324,462,analcatdata_challenger,1,2,active,ARFF,16.0,3.0,2.0,3.0,5.0,23.0,0.0,0.0,1.0,4.0
325,463,backache,1,2,active,ARFF,155.0,10.0,25.0,2.0,32.0,180.0,0.0,0.0,5.0,27.0
326,464,prnn_synth,1,2,active,ARFF,125.0,2.0,125.0,2.0,3.0,250.0,0.0,0.0,2.0,1.0
327,465,analcatdata_cyyoung8092,1,2,active,ARFF,73.0,62.0,24.0,2.0,11.0,97.0,0.0,0.0,7.0,4.0
328,466,schizo,1,2,active,ARFF,177.0,3.0,163.0,2.0,15.0,340.0,228.0,834.0,12.0,3.0
329,467,analcatdata_japansolvent,1,2,active,ARFF,27.0,2.0,25.0,2.0,9.0,52.0,0.0,0.0,8.0,1.0
330,468,confidence,1,2,active,ARFF,12.0,6.0,12.0,6.0,4.0,72.0,0.0,0.0,3.0,1.0
331,469,analcatdata_dmft,1,2,active,ARFF,155.0,9.0,123.0,6.0,5.0,797.0,0.0,0.0,0.0,5.0
332,470,profb,1,2,active,ARFF,448.0,28.0,224.0,2.0,10.0,672.0,666.0,1200.0,5.0,5.0
333,471,analcatdata_draft,1,2,active,ARFF,,12.0,,,5.0,366.0,2.0,2.0,2.0,3.0
334,472,lupus,1,2,active,ARFF,52.0,2.0,35.0,2.0,4.0,87.0,0.0,0.0,3.0,1.0
335,473,cjs,1,2,active,ARFF,680.0,57.0,274.0,6.0,35.0,2796.0,2795.0,68100.0,32.0,3.0
336,474,analcatdata_marketing,1,2,active,ARFF,203.0,5.0,2.0,6.0,33.0,364.0,53.0,101.0,0.0,33.0
337,475,analcatdata_germangss,1,2,active,ARFF,100.0,5.0,100.0,4.0,6.0,400.0,0.0,0.0,1.0,5.0
338,476,analcatdata_bankruptcy,1,2,active,ARFF,25.0,2.0,25.0,2.0,6.0,50.0,0.0,0.0,5.0,1.0
339,477,fl2000,1,2,active,ARFF,41.0,5.0,1.0,5.0,16.0,67.0,0.0,0.0,14.0,2.0
340,479,analcatdata_cyyoung9302,1,2,active,ARFF,73.0,9.0,19.0,2.0,10.0,92.0,0.0,0.0,6.0,4.0
341,480,prnn_viruses,1,2,active,ARFF,39.0,10.0,3.0,4.0,19.0,61.0,0.0,0.0,10.0,9.0
342,481,biomed,1,2,active,ARFF,134.0,7.0,75.0,2.0,9.0,209.0,15.0,15.0,7.0,2.0
343,482,arsenic-male-bladder,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
344,483,iq_brain_size,1,2,active,ARFF,,10.0,,0.0,9.0,20.0,0.0,0.0,6.0,3.0
345,485,analcatdata_vehicle,1,2,active,ARFF,,6.0,,0.0,5.0,48.0,0.0,0.0,1.0,4.0
346,486,papir_1,1,2,active,ARFF,,,,,,,,,,
347,487,papir_2,1,2,active,ARFF,,,,0.0,41.0,30.0,0.0,0.0,41.0,0.0
348,488,colleges_aaup,1,2,active,ARFF,617.0,52.0,1.0,4.0,15.0,1161.0,87.0,256.0,13.0,2.0
349,490,hip,1,2,active,ARFF,,,,,8.0,54.0,30.0,120.0,8.0,0.0
350,491,analcatdata_negotiation,1,2,active,ARFF,,2.0,,0.0,6.0,92.0,17.0,26.0,5.0,1.0
351,492,newton_hema,1,2,active,ARFF,,11.0,,0.0,4.0,140.0,0.0,0.0,3.0,1.0
352,493,wind_correlations,1,2,active,ARFF,,,,,47.0,45.0,0.0,0.0,47.0,0.0
353,494,analcatdata_hiroshima,1,2,active,ARFF,,1.0,,0.0,3.0,649.0,0.0,0.0,2.0,1.0
354,495,baseball-pitcher,1,2,active,ARFF,,,,,,,,,,
355,497,veteran,1,2,active,ARFF,,4.0,,0.0,8.0,137.0,0.0,0.0,4.0,4.0
356,498,analcatdata_runshoes,1,2,active,ARFF,,5.0,,0.0,11.0,60.0,14.0,14.0,5.0,6.0
357,500,analcatdata_vineyard,1,2,active,ARFF,,9.0,,0.0,4.0,468.0,0.0,0.0,3.0,1.0
358,501,analcatdata_impeach,1,2,active,ARFF,,50.0,,,10.0,100.0,0.0,0.0,2.0,8.0
359,502,analcatdata_whale,1,2,active,ARFF,,2.0,,,8.0,228.0,5.0,20.0,6.0,2.0
360,503,wind,1,2,active,ARFF,,,,0.0,15.0,6574.0,0.0,0.0,15.0,0.0
361,504,analcatdata_supreme,1,2,active,ARFF,,,,0.0,8.0,4052.0,0.0,0.0,8.0,0.0
362,505,tecator,1,2,active,ARFF,,,,0.0,125.0,240.0,0.0,0.0,125.0,0.0
363,506,analcatdata_gsssexsurvey,1,2,active,ARFF,,2.0,,0.0,10.0,159.0,6.0,6.0,5.0,5.0
364,507,space_ga,1,2,active,ARFF,,,,0.0,7.0,3107.0,0.0,0.0,7.0,0.0
365,508,nflpass,1,2,active,ARFF,,,,0.0,6.0,26.0,0.0,0.0,6.0,0.0
366,509,places,1,2,active,ARFF,,,,0.0,9.0,329.0,0.0,0.0,9.0,0.0
367,510,sleep,2,2,active,ARFF,,,,0.0,10.0,62.0,20.0,38.0,10.0,0.0
368,511,plasma_retinol,1,2,active,ARFF,,3.0,,0.0,14.0,315.0,0.0,0.0,11.0,3.0
369,512,balloon,1,2,active,ARFF,,,,0.0,2.0,2001.0,0.0,0.0,2.0,0.0
370,513,arsenic-female-lung,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
371,515,baseball-team,1,2,active,ARFF,,7.0,,0.0,8.0,26.0,0.0,0.0,5.0,3.0
372,516,pbcseq,1,2,active,ARFF,,1024.0,,0.0,19.0,1945.0,832.0,1133.0,13.0,6.0
373,518,analcatdata_gviolence,1,2,active,ARFF,,,,0.0,9.0,74.0,0.0,0.0,9.0,0.0
374,519,vinnie,1,2,active,ARFF,,,,0.0,3.0,380.0,0.0,0.0,3.0,0.0
375,520,analcatdata_wildcat,1,2,active,ARFF,,2.0,,0.0,6.0,163.0,0.0,0.0,4.0,2.0
376,521,analcatdata_ncaa,1,2,active,ARFF,,3.0,,0.0,20.0,120.0,0.0,0.0,4.0,16.0
377,522,pm10,1,2,active,ARFF,,,,0.0,8.0,500.0,0.0,0.0,8.0,0.0
378,523,analcatdata_neavote,1,2,active,ARFF,,3.0,,0.0,3.0,100.0,0.0,0.0,2.0,1.0
379,524,pbc,2,2,active,ARFF,,3.0,,0.0,20.0,418.0,142.0,1033.0,14.0,6.0
380,525,baseball-hitter,1,2,active,ARFF,,,,,,,,,,
381,526,analcatdata_seropositive,1,2,active,ARFF,,3.0,,0.0,4.0,132.0,0.0,0.0,3.0,1.0
382,527,analcatdata_election2000,1,2,active,ARFF,,,,0.0,16.0,67.0,0.0,0.0,15.0,1.0
383,528,humandevel,1,2,active,ARFF,,,,0.0,2.0,130.0,0.0,0.0,2.0,0.0
384,529,pollen,1,2,active,ARFF,,,,0.0,5.0,3848.0,0.0,0.0,5.0,0.0
385,530,analcatdata_olympic2000,1,2,active,ARFF,,,,0.0,12.0,66.0,0.0,0.0,12.0,0.0
386,531,boston,1,2,active,ARFF,,9.0,,0.0,14.0,506.0,0.0,0.0,12.0,2.0
387,532,analcatdata_uktrainacc,1,2,active,ARFF,,,,,16.0,31.0,25.0,150.0,16.0,0.0
388,533,arsenic-female-bladder,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
389,534,cps_85_wages,1,2,active,ARFF,,6.0,,0.0,11.0,534.0,0.0,0.0,4.0,7.0
390,535,analcatdata_chlamydia,1,2,active,ARFF,,10.0,,0.0,4.0,100.0,0.0,0.0,1.0,3.0
391,536,arsenic-male-lung,1,2,active,ARFF,,43.0,,0.0,5.0,559.0,0.0,0.0,4.0,1.0
392,537,houses,1,2,active,ARFF,,,,0.0,9.0,20640.0,0.0,0.0,9.0,0.0
393,538,colleges_usnews,1,2,active,ARFF,,,,,,,,,,
394,539,analcatdata_galapagos,1,2,active,ARFF,,,,0.0,7.0,30.0,6.0,6.0,7.0,0.0
395,540,mu284,1,2,active,ARFF,,,,0.0,10.0,284.0,0.0,0.0,10.0,0.0
396,541,socmob,1,2,active,ARFF,,17.0,,0.0,6.0,1156.0,0.0,0.0,2.0,4.0
397,542,pollution,1,2,active,ARFF,,,,0.0,16.0,60.0,0.0,0.0,16.0,0.0
398,543,boston_corrected,1,2,active,ARFF,,92.0,,0.0,21.0,506.0,0.0,0.0,18.0,3.0
399,544,transplant,1,2,active,ARFF,,,,0.0,3.0,131.0,0.0,0.0,3.0,0.0
400,545,lmpavw,1,2,active,ARFF,,,,0.0,1.0,6875.0,0.0,0.0,1.0,0.0
401,546,sensory,1,2,active,ARFF,,6.0,,0.0,12.0,576.0,0.0,0.0,1.0,11.0
402,547,no2,1,2,active,ARFF,,,,0.0,8.0,500.0,0.0,0.0,8.0,0.0
403,549,strikes,1,2,active,ARFF,,,,0.0,7.0,625.0,0.0,0.0,7.0,0.0
404,550,quake,2,2,active,ARFF,,,,0.0,4.0,2178.0,0.0,0.0,4.0,0.0
405,551,analcatdata_michiganacc,1,2,active,ARFF,,12.0,,0.0,4.0,108.0,0.0,0.0,2.0,2.0
406,552,detroit,2,2,active,ARFF,,,,0.0,14.0,13.0,0.0,0.0,14.0,0.0
407,553,kidney,1,2,active,ARFF,,4.0,,0.0,7.0,76.0,0.0,0.0,4.0,3.0
408,554,mnist_784,1,2,active,ARFF,7877.0,10.0,6313.0,10.0,785.0,70000.0,0.0,0.0,784.0,1.0
409,555,analcatdata_apnea3,1,2,active,ARFF,,5.0,,0.0,4.0,450.0,0.0,0.0,2.0,2.0
410,556,analcatdata_apnea2,1,2,active,ARFF,,5.0,,0.0,4.0,475.0,0.0,0.0,2.0,2.0
411,557,analcatdata_apnea1,1,2,active,ARFF,,5.0,,0.0,4.0,475.0,0.0,0.0,2.0,2.0
412,558,bank32nh,1,2,active,ARFF,,,,0.0,33.0,8192.0,0.0,0.0,33.0,0.0
413,559,schlvote,1,2,active,ARFF,,,,,,,,,,
414,560,bodyfat,1,2,active,ARFF,,,,0.0,15.0,252.0,0.0,0.0,15.0,0.0
415,561,cpu,1,2,active,ARFF,,30.0,,0.0,8.0,209.0,0.0,0.0,7.0,1.0
416,562,cpu_small,2,2,active,ARFF,,,,0.0,13.0,8192.0,0.0,0.0,13.0,0.0
417,563,kdd_el_nino-small,1,2,active,ARFF,,,,,,,,,,
418,564,fried,1,2,active,ARFF,,,,0.0,11.0,40768.0,0.0,0.0,11.0,0.0
419,565,water-treatment,1,2,active,ARFF,,,,,,,,,,
420,566,meta,1,2,active,ARFF,,24.0,,0.0,22.0,528.0,264.0,504.0,20.0,2.0
421,567,kdd_coil_1,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
422,568,kdd_coil_2,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
423,569,auto93,1,2,active,ARFF,,31.0,,0.0,23.0,93.0,11.0,14.0,17.0,6.0
424,570,kdd_coil_3,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
425,572,bank8FM,1,2,active,ARFF,,,,0.0,9.0,8192.0,0.0,0.0,9.0,0.0
426,573,cpu_act,2,2,active,ARFF,,,,0.0,22.0,8192.0,0.0,0.0,22.0,0.0
427,574,house_16H,1,2,active,ARFF,,,,0.0,17.0,22784.0,0.0,0.0,17.0,0.0
428,575,kdd_coil_4,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
429,576,kdd_coil_5,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
430,577,kdd_coil_6,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
431,578,kdd_coil_7,1,2,active,ARFF,,4.0,,0.0,12.0,316.0,34.0,56.0,9.0,3.0
432,579,fri_c0_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
433,580,fri_c4_250_100,1,2,active,ARFF,,,,0.0,101.0,250.0,0.0,0.0,101.0,0.0
434,581,fri_c3_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
435,582,fri_c1_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
436,583,fri_c1_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
437,584,fri_c4_500_25,1,2,active,ARFF,,,,0.0,26.0,500.0,0.0,0.0,26.0,0.0
438,585,fri_c3_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
439,586,fri_c3_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
440,587,fri_c3_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
441,588,fri_c4_1000_100,1,2,active,ARFF,,,,0.0,101.0,1000.0,0.0,0.0,101.0,0.0
442,589,fri_c2_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
443,590,fri_c0_1000_50,1,2,active,ARFF,,,,0.0,51.0,1000.0,0.0,0.0,51.0,0.0
444,591,fri_c1_100_10,1,2,active,ARFF,,,,0.0,11.0,100.0,0.0,0.0,11.0,0.0
445,592,fri_c4_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
446,593,fri_c1_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
447,594,fri_c2_100_5,1,2,active,ARFF,,,,0.0,6.0,100.0,0.0,0.0,6.0,0.0
448,595,fri_c0_1000_10,1,2,active,ARFF,,,,0.0,11.0,1000.0,0.0,0.0,11.0,0.0
449,596,fri_c2_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
450,597,fri_c2_500_5,1,2,active,ARFF,,,,0.0,6.0,500.0,0.0,0.0,6.0,0.0
451,598,fri_c0_1000_25,1,2,active,ARFF,,,,0.0,26.0,1000.0,0.0,0.0,26.0,0.0
452,599,fri_c2_1000_5,1,2,active,ARFF,,,,0.0,6.0,1000.0,0.0,0.0,6.0,0.0
453,600,fri_c0_100_50,1,2,active,ARFF,,,,0.0,51.0,100.0,0.0,0.0,51.0,0.0
454,601,fri_c1_250_5,1,2,active,ARFF,,,,0.0,6.0,250.0,0.0,0.0,6.0,0.0
455,602,fri_c3_250_10,1,2,active,ARFF,,,,0.0,11.0,250.0,0.0,0.0,11.0,0.0
